child_id,child_age_group,count_children_present
ID_37XJ6Q7B8,60-69 months,40.0
ID_5S6Q4S0VA,60-69 months,40.0
ID_4DZ1SECU0,60-69 months,40.0
ID_6FHF8Y0WO,50-59 months,29.0
ID_B1CCBUP21,50-59 months,29.0
ID_P4KZ54KJN,60-69 months,40.0
ID_ZMK9MWU25,50-59 months,29.0
ID_JAF8556MX,50-59 months,29.0
ID_N1UULG4UE,60-69 months,40.0
ID_SHEO90DH6,50-59 months,29.0
ID_0XGUJ98K5,60-69 months,40.0
ID_R3YH3AISQ,50-59 months,29.0
ID_YMQ3DWB6E,50-59 months,29.0
ID_ZSVP17JX6,50-59 months,29.0
ID_KDFM4LSPB,60-69 months,40.0
ID_4RAP0Q6PF,60-69 months,40.0
ID_EQD5DYTE1,60-69 months,40.0
ID_7NREEYIKX,60-69 months,40.0
ID_W9GY2UYAA,60-69 months,40.0
ID_JHE6B9ZLI,50-59 months,29.0
ID_L4GS7V32B,60-69 months,40.0
ID_JLH7TYSZS,50-59 months,29.0
ID_LFRFEAKIK,50-59 months,29.0
ID_42XR4CTQ5,60-69 months,40.0
ID_YHWYYGAU7,50-59 months,29.0
ID_ZOTO62JUM,50-59 months,29.0
ID_TXM9SMKHH,60-69 months,40.0
ID_AGGE1VK75,60-69 months,40.0
ID_M2E10SPKI,60-69 months,40.0
ID_J6OQ6DV77,50-59 months,29.0
ID_AJVGMZ1GO,50-59 months,29.0
ID_0H789H51X,50-59 months,29.0
ID_KS8Y78N0L,60-69 months,40.0
ID_EDBS8QJIV,60-69 months,40.0
ID_43TXZJR7C,60-69 months,40.0
ID_9R9ENG3BQ,60-69 months,40.0
ID_HEN3CW91U,50-59 months,29.0
ID_QOSGESTF7,50-59 months,29.0
ID_Z98FN9EGJ,50-59 months,29.0
ID_9G9WQ7MGF,50-59 months,29.0
ID_QP1IN863N,50-59 months,29.0
ID_3RV9CP0Y0,50-59 months,29.0
ID_4XFMZF180,50-59 months,29.0
ID_H03PAIK61,60-69 months,40.0
ID_02Z1L8L4T,60-69 months,40.0
ID_GHNLC2N1B,60-69 months,40.0
ID_Q44RRMPJ1,50-59 months,29.0
ID_NBONU1QBO,50-59 months,29.0
ID_YUHGNWMC1,50-59 months,29.0
ID_KSXIKWTC0,50-59 months,29.0
ID_BCRANA1LB,50-59 months,29.0
ID_WPVY8WBPD,60-69 months,40.0
ID_VE1SJ00YZ,60-69 months,40.0
ID_GW9L7TS43,50-59 months,29.0
ID_NHSILYX4R,60-69 months,40.0
ID_W366WA6RD,50-59 months,29.0
ID_QCI9YIOA9,50-59 months,29.0
ID_EQJRUPX5J,50-59 months,29.0
ID_VQF4ZL3ZH,50-59 months,29.0
ID_G6XT3ZKNO,50-59 months,29.0
ID_7AZ70379P,50-59 months,29.0
ID_8XZH3G0KA,50-59 months,29.0
ID_NCB54UXDI,50-59 months,29.0
ID_TLDXNBVC3,50-59 months,29.0
ID_5B4C6OWNK,50-59 months,29.0
ID_KXGBX2VPE,50-59 months,29.0
ID_A81HW28OJ,50-59 months,29.0
ID_1EKJEFGEY,60-69 months,40.0
ID_SW71J4XOD,60-69 months,40.0
ID_B9OGC6JQ3,50-59 months,29.0
ID_W0KBHJWHA,50-59 months,29.0
ID_TLBKCDWGZ,60-69 months,40.0
ID_EMAGG7IN5,50-59 months,29.0
ID_IUUL67Q14,50-59 months,29.0
ID_UVGZ5KROY,50-59 months,29.0
ID_8FT5W8PVP,50-59 months,29.0
ID_OUT9CEE48,50-59 months,29.0
ID_T7CB3SROM,50-59 months,29.0
ID_RZZMZ5RDU,50-59 months,29.0
ID_JA891RVZZ,50-59 months,29.0
ID_5WJU3UHRF,50-59 months,29.0
ID_5IS1R8BEL,50-59 months,29.0
ID_SLK3U4XJG,60-69 months,40.0
ID_ILTCIZL5W,50-59 months,29.0
ID_NDU7NLCEZ,60-69 months,40.0
ID_6D8J3MPH8,60-69 months,40.0
ID_UUB0X0SZJ,50-59 months,29.0
ID_11XPUD809,50-59 months,29.0
ID_96SEZL6T3,60-69 months,40.0
ID_W51YKIJ33,50-59 months,29.0
ID_U6HOWE85W,50-59 months,29.0
ID_QTJOEJWJ9,50-59 months,29.0
ID_H77RX6IH7,50-59 months,29.0
ID_PSKB1D508,60-69 months,40.0
ID_QZ1NTS6Z8,60-69 months,40.0
ID_H79V3KYHY,60-69 months,40.0
ID_10O90MWP4,60-69 months,40.0
ID_X46ACVKXJ,60-69 months,40.0
ID_2UCYNXQPF,50-59 months,29.0
ID_R9SY6Z58S,50-59 months,29.0
ID_PXDO4GJMG,60-69 months,40.0
ID_UTGB2TUXZ,50-59 months,29.0
ID_H5QIY3I7F,60-69 months,40.0
ID_0F54ZG99V,50-59 months,29.0
ID_0SDR63OUN,50-59 months,29.0
ID_2EMGD9TNQ,50-59 months,29.0
ID_8RUK0VZXW,60-69 months,40.0
ID_VEIQ21K8J,60-69 months,40.0
ID_SXZY9989A,60-69 months,40.0
ID_1XWUVAV4Y,50-59 months,29.0
ID_MT6JFTC2I,50-59 months,29.0
ID_JJRUM7FGS,50-59 months,29.0
ID_VKZHYE22G,60-69 months,40.0
ID_F3PZEPNYS,50-59 months,29.0
ID_P1FRN7GG3,50-59 months,29.0
ID_V5DGZS9HC,50-59 months,29.0
ID_OWIFVRL7O,50-59 months,29.0
ID_N15PM5EW6,60-69 months,40.0
ID_U5H92DUX3,50-59 months,29.0
ID_5Y44UB4AQ,60-69 months,40.0
ID_P76WHBWD4,50-59 months,29.0
ID_NHN9LT3AJ,60-69 months,40.0
ID_X1FU18M1U,60-69 months,40.0
ID_CCKMP7O2M,50-59 months,29.0
ID_YT6IP969U,50-59 months,29.0
ID_PQC7F5SPX,60-69 months,40.0
ID_BQPSBXYFY,60-69 months,40.0
ID_7WD7YB0WA,60-69 months,40.0
ID_IFRI5SW8Y,60-69 months,40.0
ID_63HI8OVZP,50-59 months,29.0
ID_WOLGY1AHJ,60-69 months,40.0
ID_KMCISSNPL,50-59 months,29.0
ID_8649N54CG,50-59 months,29.0
ID_JGKQ3KOXB,60-69 months,40.0
ID_TD69CC6PY,50-59 months,29.0
ID_BF60L28PY,50-59 months,29.0
ID_5J6L00YZI,50-59 months,29.0
ID_T8M58C20C,60-69 months,40.0
ID_OD0MFNGVG,50-59 months,29.0
ID_ITA56G5AG,50-59 months,29.0
ID_96W2VOIO2,50-59 months,29.0
ID_7YXUBUKOL,50-59 months,29.0
ID_ANULPERV6,50-59 months,29.0
ID_JVWM69TTM,50-59 months,29.0
ID_LRWANC8PR,60-69 months,40.0
ID_Y53HSXPKA,60-69 months,40.0
ID_LQETMLSE9,60-69 months,40.0
ID_MLYUO4RB5,50-59 months,29.0
ID_GHBXZFEDF,50-59 months,29.0
ID_Q96JSP0CB,60-69 months,40.0
ID_Q9V4T34XC,50-59 months,29.0
ID_KAD0SXRPV,60-69 months,40.0
ID_I6OQEYZQT,60-69 months,40.0
ID_4O23OOEE7,50-59 months,29.0
ID_1XV6RDSZ4,50-59 months,29.0
ID_M1H6FO2IA,60-69 months,40.0
ID_AEAPQ4E3X,60-69 months,40.0
ID_USIUPT3YA,50-59 months,29.0
ID_BX44BZJ31,60-69 months,40.0
ID_1L2THHYUX,50-59 months,29.0
ID_A0IHSYUQ5,60-69 months,40.0
ID_U1N0GCW4T,50-59 months,29.0
ID_P8BF93YJ9,50-59 months,29.0
ID_FM4ZM15KV,60-69 months,40.0
ID_VM55FY1X5,60-69 months,40.0
ID_JD8W6QBWP,50-59 months,29.0
ID_AGVVCEDUK,50-59 months,29.0
ID_AKZILA2W2,50-59 months,29.0
ID_R7XRON50V,50-59 months,29.0
ID_DAO2UCHJF,50-59 months,29.0
ID_Z400RV2Y0,50-59 months,29.0
ID_O8D3CBSSK,60-69 months,40.0
ID_ALBSM1Q6E,60-69 months,40.0
ID_MU679Q7YO,50-59 months,29.0
ID_ME2EKIUUS,60-69 months,40.0
ID_38KQ2RABR,50-59 months,29.0
ID_XT3AF9RY5,50-59 months,29.0
ID_SGV6SWX9I,50-59 months,29.0
ID_XCIO920WI,50-59 months,29.0
ID_OU5BNPTLS,50-59 months,29.0
ID_Y5HPLPXXG,60-69 months,40.0
ID_N2PNFEHY9,50-59 months,29.0
ID_H4FZD2UET,50-59 months,29.0
ID_XPFIN0OGQ,50-59 months,29.0
ID_YKG3TLC4M,50-59 months,29.0
ID_V9Y4X3STX,50-59 months,29.0
ID_I7MA74I90,50-59 months,29.0
ID_M3DHRRWIL,50-59 months,29.0
ID_GWQ4DOKO7,50-59 months,29.0
ID_DBH5K3352,60-69 months,40.0
ID_3HXBXQYU8,50-59 months,29.0
ID_ASB6CVAHN,60-69 months,40.0
ID_BRDS1XGFR,50-59 months,29.0
ID_6Y6YBJU0C,60-69 months,40.0
ID_BQMWM9WNU,50-59 months,29.0
ID_C7FSDOX1Q,50-59 months,29.0
ID_I8O2R2LLU,50-59 months,29.0
ID_69KLVVVEK,60-69 months,40.0
ID_NB4SCYQJB,50-59 months,29.0
ID_DIS8MM7LD,60-69 months,40.0
ID_6KF9B4T9F,60-69 months,40.0
ID_9PRCS81O6,60-69 months,40.0
ID_18XCJY57E,50-59 months,29.0
ID_EZFFQ3FHM,60-69 months,40.0
ID_XAMJUUBBD,50-59 months,29.0
ID_BA3X6VEXO,50-59 months,29.0
ID_D99RAM6ES,60-69 months,40.0
ID_OY4ZMW1FG,60-69 months,40.0
ID_Q08IUHYX2,50-59 months,29.0
ID_AUVHSVPSA,50-59 months,29.0
ID_P3K34W8YE,50-59 months,29.0
ID_9JTVZEB22,50-59 months,29.0
ID_PRKN14I1A,50-59 months,29.0
ID_IVDH6XC5K,60-69 months,40.0
ID_56XEEGAAZ,60-69 months,40.0
ID_QDIAS8IXZ,60-69 months,40.0
ID_4AGIFYFUY,60-69 months,40.0
ID_TC3RRIZ5R,50-59 months,29.0
ID_KJQT2JW33,50-59 months,29.0
ID_FOV2MW06R,50-59 months,29.0
ID_VVHIDCUIM,60-69 months,40.0
ID_N89P5P8YW,60-69 months,40.0
ID_LR9VLO09J,60-69 months,40.0
ID_5G3WWP0FI,50-59 months,29.0
ID_0MLPKQXRO,60-69 months,40.0
ID_WBNTU1Q52,50-59 months,29.0
ID_K5TUSRKAT,50-59 months,29.0
ID_11OBZ0RCY,60-69 months,40.0
ID_NG7WW5CZX,60-69 months,40.0
ID_QCPFQZJ1I,50-59 months,29.0
ID_TWKXLEQBA,50-59 months,29.0
ID_2ZYK5PXTW,50-59 months,29.0
ID_WXC2UAFE2,50-59 months,29.0
ID_FZ416POJ5,50-59 months,29.0
ID_K0VLURC3C,50-59 months,29.0
ID_DI0QLALD5,50-59 months,29.0
ID_MJJSFQHNF,50-59 months,29.0
ID_LLPXCEHU3,60-69 months,40.0
ID_DOV4YX047,50-59 months,29.0
ID_M9PU4HSR6,60-69 months,40.0
ID_WLB2G2QK1,60-69 months,40.0
ID_39CRSD5S0,50-59 months,29.0
ID_QN6BRQM96,50-59 months,29.0
ID_RZ8FC0Y80,50-59 months,29.0
ID_XYCRDEJ8A,50-59 months,29.0
ID_5M7QW0RYZ,60-69 months,40.0
ID_S4YK26TFY,60-69 months,40.0
ID_ONQ7FLTAZ,50-59 months,29.0
ID_PASO5EEGT,50-59 months,29.0
ID_H6BZDAIQP,60-69 months,40.0
ID_QBH9TF7C0,50-59 months,29.0
ID_KYYKSE7WG,50-59 months,29.0
ID_FOL5TWIPL,60-69 months,40.0
ID_K7XZ6OAUR,50-59 months,29.0
ID_F6HD49ORF,50-59 months,29.0
ID_D7JDZ39JJ,50-59 months,29.0
ID_7D2U4V2IW,60-69 months,40.0
ID_HUS4GQXHA,50-59 months,29.0
ID_I8IO3AAXL,50-59 months,29.0
ID_ZW5SMIA0S,60-69 months,40.0
ID_90313VGSN,60-69 months,40.0
ID_3UEEF2UU7,60-69 months,40.0
ID_3EUV924TP,50-59 months,29.0
ID_45SRDSOD8,50-59 months,29.0
ID_FWGE5NQFJ,60-69 months,40.0
ID_OXROPWLI1,50-59 months,29.0
ID_Q9YQMAIWB,50-59 months,29.0
ID_2HUQAIL77,50-59 months,29.0
ID_4GI2XMZ8T,60-69 months,40.0
ID_K1XG33C70,60-69 months,40.0
ID_S1XPZSOQ9,50-59 months,29.0
ID_U4E2ZWEBN,50-59 months,29.0
ID_39M4M3ITV,50-59 months,29.0
ID_83NWAQ866,50-59 months,29.0
ID_0XIAKB5H1,50-59 months,29.0
ID_3KUL9QYNO,50-59 months,29.0
ID_5INXHUTDX,50-59 months,29.0
ID_7J7K7LKEN,50-59 months,29.0
ID_ZFFUSMTUP,50-59 months,29.0
ID_YT2VOU7XE,60-69 months,40.0
ID_930M81QB4,50-59 months,29.0
ID_4LCWMNCZI,60-69 months,40.0
ID_3K5YMUUO3,50-59 months,29.0
ID_3AHE634KN,50-59 months,29.0
ID_Y7Z7LBOPM,60-69 months,40.0
ID_2CPI0LWQC,50-59 months,29.0
ID_VOIIZGGLO,50-59 months,29.0
ID_DQ5XG33Q3,60-69 months,40.0
ID_E4JP5UYY3,60-69 months,40.0
ID_EILCN6X1F,50-59 months,29.0
ID_66NORSD1R,50-59 months,29.0
ID_HT6N9XAEO,60-69 months,40.0
ID_FTZHHJXM3,50-59 months,29.0
ID_VFC2CX1IF,50-59 months,29.0
ID_MYQG30QXM,50-59 months,29.0
ID_ZBSK3QTGN,50-59 months,29.0
ID_7GM8MFMTV,50-59 months,29.0
ID_3TMKOW7NI,50-59 months,29.0
ID_C8RABOLKR,60-69 months,40.0
ID_WMZLN5G9H,50-59 months,29.0
ID_LXMAPZE1P,60-69 months,40.0
ID_SNADFUB72,50-59 months,29.0
ID_WTFN5RANK,50-59 months,29.0
ID_7KGJAESFF,60-69 months,40.0
ID_1EYI3VVMK,60-69 months,40.0
ID_72VVR0AA9,50-59 months,29.0
ID_GGT09BN6G,60-69 months,40.0
ID_SEHH8IB20,50-59 months,29.0
ID_FP6VTYXER,60-69 months,40.0
ID_Q9B4745B7,50-59 months,29.0
ID_13U7EBCW1,50-59 months,29.0
ID_TR0W0UR1Q,60-69 months,40.0
ID_BJL90LC9M,60-69 months,40.0
ID_9WFA4QMBX,50-59 months,29.0
ID_1UWOOGKF4,50-59 months,29.0
ID_J8GBCGW8N,50-59 months,29.0
ID_PD2FQOQJ2,50-59 months,29.0
ID_3WCKWO13U,60-69 months,40.0
ID_RSJ8N18UX,60-69 months,40.0
ID_OQA09FK5G,50-59 months,29.0
ID_48D8J1VDU,60-69 months,40.0
ID_OYIFBVO5G,50-59 months,29.0
ID_2MP8QQSKM,50-59 months,29.0
ID_SY1X5S1GY,60-69 months,40.0
ID_AJ46M6OUX,60-69 months,40.0
ID_8ISYSFR2N,50-59 months,29.0
ID_5UYAN1TSV,50-59 months,29.0
ID_21EQA0PQC,50-59 months,29.0
ID_AV4FDCLUF,60-69 months,40.0
ID_OWFLP55PM,50-59 months,29.0
ID_MRWAI2NKX,60-69 months,40.0
ID_HVA0Y5LMN,50-59 months,29.0
ID_GJUIAFIT8,50-59 months,29.0
ID_C4T7T6FBO,50-59 months,29.0
ID_VDBYU794Q,60-69 months,40.0
ID_3GSI89G6M,50-59 months,29.0
ID_6SRMAGA8C,50-59 months,29.0
ID_0MRL1XIPU,60-69 months,40.0
ID_IR7G66JC6,50-59 months,29.0
ID_MTQ8QJE67,50-59 months,29.0
ID_X6WISCJM2,60-69 months,40.0
ID_J0QLOL4J0,50-59 months,29.0
ID_FNTL0XH19,50-59 months,29.0
ID_2AQUS2FHU,60-69 months,40.0
ID_BHT4WYV7C,50-59 months,29.0
ID_QJWKY3RL5,60-69 months,40.0
ID_4XBSMBFZE,60-69 months,40.0
ID_MG5LME8G1,50-59 months,29.0
ID_9PU9NFHY6,50-59 months,29.0
ID_952OM7Z61,60-69 months,40.0
ID_6V96PY1AR,60-69 months,40.0
ID_WDNT039XY,50-59 months,29.0
ID_VL3QP649Y,60-69 months,40.0
ID_Q48VS2CQJ,60-69 months,40.0
ID_0YEGNIN31,50-59 months,29.0
ID_U95V9NTCR,60-69 months,40.0
ID_I3QSNT3V5,60-69 months,40.0
ID_XESOF6JS2,50-59 months,29.0
ID_GUZ4Y5SHN,60-69 months,40.0
ID_GTFWV156X,60-69 months,40.0
ID_K7U0KQ8J7,50-59 months,29.0
ID_NG6SEI5AP,60-69 months,40.0
ID_PQRUJIBB6,60-69 months,40.0
ID_U4ZMT2L1R,50-59 months,29.0
ID_4KX244A9Z,50-59 months,29.0
ID_ZM7IHBBVP,60-69 months,40.0
ID_FM5HRJABY,60-69 months,40.0
ID_SBI0M7DRL,50-59 months,29.0
ID_I37RWNIU7,60-69 months,40.0
ID_DNL9Z9462,50-59 months,29.0
ID_BDEG6YS4J,50-59 months,29.0
ID_BZBU26JPZ,50-59 months,29.0
ID_4IQL6X1JJ,50-59 months,29.0
ID_U6VKX1FA3,50-59 months,29.0
ID_Z72M30C54,50-59 months,29.0
ID_NJ5UZJXZ3,60-69 months,40.0
ID_NNRVEHDK0,50-59 months,29.0
ID_A3FV9462Q,60-69 months,40.0
ID_2LUO6HB9I,60-69 months,40.0
ID_CU84DEC1K,60-69 months,40.0
ID_EINJJ98TA,50-59 months,29.0
ID_IK7D94YEM,50-59 months,29.0
ID_JMZQJSI2U,50-59 months,29.0
ID_ROROXU7Y3,50-59 months,29.0
ID_QBDPY6RCP,60-69 months,40.0
ID_7O8C8H0U4,50-59 months,29.0
ID_PBQFOILAC,60-69 months,40.0
ID_ZIIN4DDO1,60-69 months,40.0
ID_CBPG7VT25,50-59 months,29.0
ID_8AFYJGG1B,50-59 months,29.0
ID_GGTYW92VD,50-59 months,29.0
ID_G102LDTVR,50-59 months,29.0
ID_5IZHT8FZ5,60-69 months,40.0
ID_VUPKHHLCB,50-59 months,29.0
ID_A99H5GKPL,50-59 months,29.0
ID_QWDBUPQF8,50-59 months,29.0
ID_1V5SS3Y47,60-69 months,40.0
ID_J9VLOU69M,50-59 months,29.0
ID_76GPHJ1VS,50-59 months,29.0
ID_YYUROY5ZU,50-59 months,29.0
ID_M6KR1U87G,60-69 months,40.0
ID_QSZJT0826,50-59 months,29.0
ID_6EY31X83Z,60-69 months,40.0
ID_H2UHKXMN7,60-69 months,40.0
ID_S3DQ10BWB,50-59 months,29.0
ID_T9M7T0VTO,50-59 months,29.0
ID_1LE94L5BO,50-59 months,29.0
ID_ZD3G9RPX7,60-69 months,40.0
ID_WLWWNRG3J,60-69 months,40.0
ID_BB6VNOHIW,50-59 months,29.0
ID_7VQ9ERIMD,50-59 months,29.0
ID_GET30I2Y3,60-69 months,40.0
ID_G38FI3GGL,50-59 months,29.0
ID_F58J8CD7M,60-69 months,40.0
ID_Q98RLBGJQ,50-59 months,29.0
ID_JK0TCH9XL,60-69 months,40.0
ID_8ASTQOT08,60-69 months,40.0
ID_DAIXG8VQB,50-59 months,29.0
ID_5Q9PAF87W,50-59 months,29.0
ID_WS2YB8VYK,60-69 months,40.0
ID_3IWEW0O3E,50-59 months,29.0
ID_U2XOVDLG1,50-59 months,29.0
ID_BKHCVBNEA,50-59 months,29.0
ID_S0KSAYHB2,50-59 months,29.0
ID_VDHINNER9,60-69 months,40.0
ID_6OC9U347C,50-59 months,29.0
ID_Z5HTGZ9OS,50-59 months,29.0
ID_U1MMHRYFM,60-69 months,40.0
ID_AODJ9E0YH,50-59 months,29.0
ID_1S4F4LPR0,60-69 months,40.0
ID_573B6DKR5,60-69 months,40.0
ID_7S7FQU9MH,60-69 months,40.0
ID_UOOGPEL22,50-59 months,29.0
ID_QBCJS17FZ,50-59 months,29.0
ID_OJSBKNYN7,50-59 months,29.0
ID_G7VMQD6XK,50-59 months,29.0
ID_FH5LZIC7J,60-69 months,40.0
ID_OMPX7DIAJ,50-59 months,29.0
ID_I1M1YE70J,60-69 months,40.0
ID_EMFODA4W9,50-59 months,29.0
ID_F3SGB5LM6,50-59 months,29.0
ID_4QNKHHDCU,60-69 months,40.0
ID_W12FG3J8G,50-59 months,29.0
ID_RBWXZHAUN,50-59 months,29.0
ID_G0VR38HL3,60-69 months,40.0
ID_MH2Z3C8EQ,60-69 months,40.0
ID_HC685GH7D,50-59 months,29.0
ID_ZAOYEBZX3,50-59 months,29.0
ID_R62V9FGXX,50-59 months,29.0
ID_CHY3LK9AJ,50-59 months,29.0
ID_ZA8R58QY0,50-59 months,29.0
ID_NPYJ0SCOG,60-69 months,40.0
ID_YLBDF36OD,50-59 months,29.0
ID_8M22EZ8DW,60-69 months,40.0
ID_CR1V5CY8Z,50-59 months,29.0
ID_XKEN9ZZY0,50-59 months,29.0
ID_N6RG9EOFL,50-59 months,29.0
ID_YUVOQZRJQ,50-59 months,29.0
ID_Q3YSOSHY9,50-59 months,29.0
ID_Y1P721TYB,50-59 months,29.0
ID_XVF3MKLWK,50-59 months,29.0
ID_KY9RGFH3H,50-59 months,29.0
ID_05GZ3G8QG,60-69 months,40.0
ID_ATLD29GM4,60-69 months,40.0
ID_LXNSLY8WK,50-59 months,29.0
ID_GKFAQTBXN,60-69 months,40.0
ID_DCNQXPFYQ,50-59 months,29.0
ID_LZFZEZ1UZ,60-69 months,40.0
ID_Z69JAK5C3,50-59 months,29.0
ID_Z6HWZHZ4O,50-59 months,29.0
ID_NHUNHVZOJ,60-69 months,40.0
ID_DX8I48TH9,50-59 months,29.0
ID_XK9UIC7LR,60-69 months,40.0
ID_FBWBWO13Y,50-59 months,29.0
ID_SD219IJ0D,60-69 months,40.0
ID_UD600RACW,60-69 months,40.0
ID_GSSEQNIK3,50-59 months,29.0
ID_DFUJBGUKK,50-59 months,29.0
ID_M6OPLNZ1K,50-59 months,29.0
ID_MDBHKO256,50-59 months,29.0
ID_F5TYHNK23,60-69 months,40.0
ID_UU6V5OYDS,50-59 months,29.0
ID_UW8ES2OWR,50-59 months,29.0
ID_8LDL9YPPW,60-69 months,40.0
ID_2APCP4V51,60-69 months,40.0
ID_D51C61X90,60-69 months,40.0
ID_YO1O7LBC0,60-69 months,40.0
ID_GPX2F0P4M,60-69 months,40.0
ID_ZDYUNX9T1,50-59 months,29.0
ID_H5EXNY536,60-69 months,40.0
ID_OU9YJPOHG,60-69 months,40.0
ID_9WYQW65IX,50-59 months,29.0
ID_66T00AP7L,60-69 months,40.0
ID_OV1PJ6JLT,60-69 months,40.0
ID_5PDRFZR7D,60-69 months,40.0
ID_0A2G9LSL9,50-59 months,29.0
ID_SR9D24A35,50-59 months,29.0
ID_KP1AZYAVY,50-59 months,29.0
ID_TVCNFX9QP,60-69 months,40.0
ID_3XBXJ7KI4,50-59 months,29.0
ID_KX5Y5SHUN,60-69 months,40.0
ID_9OMQX3OM0,50-59 months,29.0
ID_84OMPKDUE,50-59 months,29.0
ID_XKNM5ZDEO,50-59 months,29.0
ID_70HQE6JQS,50-59 months,29.0
ID_1DL1PVY7K,50-59 months,29.0
ID_UDAAY76EZ,50-59 months,29.0
ID_QBX6YP67E,50-59 months,29.0
ID_E5S6UPUJE,50-59 months,29.0
ID_B8SZU3GT2,60-69 months,40.0
ID_W9QIONS72,50-59 months,29.0
ID_YVCKCZ2OB,50-59 months,29.0
ID_99D6YP7EB,50-59 months,29.0
ID_P7XJR07Z7,60-69 months,40.0
ID_KCB0KTTAD,50-59 months,29.0
ID_ISZL9YQFM,60-69 months,40.0
ID_NYYOAGXZW,60-69 months,40.0
ID_2W2WEY1O7,60-69 months,40.0
ID_8OAZHRFIJ,60-69 months,40.0
ID_81S90IR49,60-69 months,40.0
ID_Y4Y4VKLMO,60-69 months,40.0
ID_6HMEXX59N,50-59 months,29.0
ID_Y22XECKVZ,60-69 months,40.0
ID_NADKTGEMS,50-59 months,29.0
ID_W9FTOD9RA,50-59 months,29.0
ID_B3VB5GHAN,50-59 months,29.0
ID_VF16P7YGW,50-59 months,29.0
ID_Y735UQSJ5,60-69 months,40.0
ID_F8O48Y06O,50-59 months,29.0
ID_QXYTIHMSL,50-59 months,29.0
ID_46S7WOBB2,50-59 months,29.0
ID_Z7UID2E7T,50-59 months,29.0
ID_TJZLU6D16,60-69 months,40.0
ID_CMHJKIQBX,50-59 months,29.0
ID_MJO0T7Q06,60-69 months,40.0
ID_5G7J2F506,50-59 months,29.0
ID_XHKJXS5VZ,60-69 months,40.0
ID_90TX9SQFR,50-59 months,29.0
ID_IP8F15PAJ,60-69 months,40.0
ID_2YBSRZKRD,50-59 months,29.0
ID_YDYBYMB9A,50-59 months,29.0
ID_9UTRDW3S7,50-59 months,29.0
ID_TTE0ZVQ9E,60-69 months,40.0
ID_U3ZB7DK2M,50-59 months,29.0
ID_1VZMP9Q49,50-59 months,29.0
ID_ST85H3DGQ,50-59 months,29.0
ID_H5V2241VU,50-59 months,29.0
ID_XFI0RAOMN,60-69 months,40.0
ID_10NGT432G,50-59 months,29.0
ID_MSKUT6YJA,60-69 months,40.0
ID_NDS040BJX,50-59 months,29.0
ID_Q43MDTUF7,50-59 months,29.0
ID_F4BWOHFCK,50-59 months,29.0
ID_4LDYL11GD,50-59 months,29.0
ID_OYC7QUP7Y,50-59 months,29.0
ID_AKLLQHU47,50-59 months,29.0
ID_DC3A52AQ5,60-69 months,40.0
ID_IOWYO5O6Y,50-59 months,29.0
ID_KP8EXKQTF,60-69 months,40.0
ID_VWSA9V6C0,50-59 months,29.0
ID_2XEVFVZSZ,50-59 months,29.0
ID_GOUFRK31E,50-59 months,29.0
ID_43LI06W8Q,50-59 months,29.0
ID_8OAZXQ7WP,50-59 months,29.0
ID_ADQA1YR3U,50-59 months,29.0
ID_11F6VN7C8,50-59 months,29.0
ID_1LEA0BH20,50-59 months,29.0
ID_IC3DJHGM2,60-69 months,40.0
ID_SFDDJU4V4,50-59 months,29.0
ID_VGF05AVGO,60-69 months,40.0
ID_44EKGX4X2,60-69 months,40.0
ID_SY8XPD8HZ,60-69 months,40.0
ID_IQHISUQ2M,50-59 months,29.0
ID_XFKAV6SC6,50-59 months,29.0
ID_8YGA4BRHF,50-59 months,29.0
ID_KUORI8POJ,50-59 months,29.0
ID_5IOALCQNH,50-59 months,29.0
ID_MRFSRHAW6,50-59 months,29.0
ID_DJYV6VYIG,50-59 months,29.0
ID_3XJKYOHOF,50-59 months,29.0
ID_WCUXIIVY5,50-59 months,29.0
ID_JNWQHA8GS,50-59 months,29.0
ID_CMDXMTHQI,50-59 months,29.0
ID_22IJEZPDV,60-69 months,40.0
ID_9E05NTNC9,50-59 months,29.0
ID_ZI5265ALZ,60-69 months,40.0
ID_T31L4P1F7,60-69 months,40.0
ID_P0Y7B3TLN,50-59 months,29.0
ID_240DIS8IZ,50-59 months,29.0
ID_96OOBO1RB,50-59 months,29.0
ID_WIGRINOAJ,50-59 months,29.0
ID_CDN6B1UR9,50-59 months,29.0
ID_S0LMSCSPW,60-69 months,40.0
ID_1SD3QOUU4,50-59 months,29.0
ID_IUUKKLQZH,50-59 months,29.0
ID_MYQPT17JW,50-59 months,29.0
ID_HZ8USHVZA,50-59 months,29.0
ID_XO1LC1IGI,60-69 months,40.0
ID_E9HRDV289,50-59 months,29.0
ID_8Z5QFXAC1,50-59 months,29.0
ID_JSX0OP9OJ,60-69 months,40.0
ID_ERVBKUOOE,50-59 months,29.0
ID_8T6U4NVNV,50-59 months,29.0
ID_1MWIA8K6H,50-59 months,29.0
ID_RBUUHU6WK,50-59 months,29.0
ID_C2KRBRSM1,50-59 months,29.0
ID_GVQ6ZLTHU,60-69 months,40.0
ID_B7UR05I65,60-69 months,40.0
ID_H5F67HQQ2,50-59 months,29.0
ID_SPINSND5O,50-59 months,29.0
ID_9Z98JTGMY,50-59 months,29.0
ID_QS2155X0N,50-59 months,29.0
ID_BWUY1KEXP,50-59 months,29.0
ID_J39Y2932R,60-69 months,40.0
ID_KECRBVF19,50-59 months,29.0
